cricinfo_id,fetch_status,fetch_error,meta_full_name,meta_known_as,meta_country,meta_dob,meta_birthplace,meta_batting_style,batting_hand,meta_bowling_style,bowling_hand,bowling_type,meta_playing_role,fetched_at,name,full_name,country,dob,batting_style,bowling_style
267455,success,,Rakep Rajendra Patel,Rakep Patel,Kenya,1989-07-12,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:01:30.099194,Rakep Patel,Rakep Rajendra Patel,Kenya,1989-07-12,Right-hand bat,Right-arm offbreak
39037,success,,Azhar Ali,Azhar Ali,Pakistan,1985-02-19,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 01:01:31.565351,Azhar Ali,Azhar Ali,Pakistan,1985-02-19,Right-hand bat,Legbreak
823509,success,,Glenn Dominic Phillips,Glenn Phillips,New Zealand,1996-12-06,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:01:33.027156,Glenn Phillips,Glenn Dominic Phillips,New Zealand,1996-12-06,Right-hand bat,Right-arm offbreak
5392,success,,Jason Neil Gillespie,Jason Gillespie,Australia,1975-04-19,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:01:34.48919,Jason Gillespie,Jason Neil Gillespie,Australia,1975-04-19,Right-hand bat,Right-arm fast
5724,success,,Kimberley John Hughes,Kim Hughes,Australia,1954-01-26,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:01:35.951234,Kim Hughes,Kimberley John Hughes,Australia,1954-01-26,Right-hand bat,Right-arm medium
230193,success,,Matthew Scott Wade,Matthew Wade,Australia,1987-12-26,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 01:01:38.49006,Matthew Wade,Matthew Scott Wade,Australia,1987-12-26,Left-hand bat,Right-arm medium
55346,success,,Alexander Graeme Cremer,Graeme Cremer,Zimbabwe,1986-09-19,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 01:01:40.152351,Graeme Cremer,Alexander Graeme Cremer,Zimbabwe,1986-09-19,Right-hand bat,Legbreak googly
530812,success,,Akeal Jerome Hosein,Akeal Hosein,West Indies,1993-04-25,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 01:01:41.513613,Akeal Hosein,Akeal Jerome Hosein,West Indies,1993-04-25,Left-hand bat,Slow left-arm orthodox
417381,success,,Andrew Robert McBrine,Andy McBrine,Ireland,1993-04-30,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 01:01:42.979708,Andy McBrine,Andrew Robert McBrine,Ireland,1993-04-30,Left-hand bat,Right-arm offbreak
37730,success,,Daniel Kyle Morrison,Danny Morrison,New Zealand,1966-02-03,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:01:44.33753,Danny Morrison,Daniel Kyle Morrison,New Zealand,1966-02-03,Right-hand bat,Right-arm fast-medium
288284,success,,Josh Reginald Hazlewood,Josh Hazlewood,Australia,1991-01-08,,Left-hand bat,left,Right-arm fast-medium,right,pace,,2026-06-10 01:01:45.799309,Josh Hazlewood,Josh Reginald Hazlewood,Australia,1991-01-08,Left-hand bat,Right-arm fast-medium
6502,success,,Rodney William Marsh,Rod Marsh,Australia,1947-11-04,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 01:01:47.26096,Rod Marsh,Rodney William Marsh,Australia,1947-11-04,Left-hand bat,Right-arm offbreak
15917,success,,Alan Philip Eric Knott,Alan Knott,England,1946-04-09,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:01:48.722727,Alan Knott,Alan Philip Eric Knott,England,1946-04-09,Right-hand bat,Right-arm offbreak
288992,success,,Christopher James Jordan,Chris Jordan,England,1988-10-04,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:01:50.184692,Chris Jordan,Christopher James Jordan,England,1988-10-04,Right-hand bat,Right-arm fast-medium
51050,success,,Demuni Nuwan Tharanga Zoysa,Nuwan Zoysa,Sri Lanka,1978-05-13,,Left-hand bat,left,Left-arm fast-medium,left,pace,,2026-06-10 01:01:51.646548,Nuwan Zoysa,Demuni Nuwan Tharanga Zoysa,Sri Lanka,1978-05-13,Left-hand bat,Left-arm fast-medium
420490,success,,Henry Ssenyondo,Henry Ssenyondo,Uganda,1993-08-12,,Right-hand bat,right,Slow left-arm orthodox,left,spin,,2026-06-10 01:01:53.388844,Henry Ssenyondo,Henry Ssenyondo,Uganda,1993-08-12,Right-hand bat,Slow left-arm orthodox
625383,success,,Jasprit Jasbirsingh Bumrah,Jasprit Bumrah,India,1993-12-06,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:01:54.850499,Jasprit Bumrah,Jasprit Jasbirsingh Bumrah,India,1993-12-06,Right-hand bat,Right-arm fast
230553,success,,Kemar Andre Jamal Roach,Kemar Roach,West Indies,1988-06-30,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:01:56.513995,Kemar Roach,Kemar Andre Jamal Roach,West Indies,1988-06-30,Right-hand bat,Right-arm fast-medium
506612,success,,Matthew James Henry,Matt Henry,New Zealand,1991-12-14,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:01:57.975702,Matt Henry,Matthew James Henry,New Zealand,1991-12-14,Right-hand bat,Right-arm fast-medium
1280665,success,,Oscar Manishimwe,Oscar Manishimwe,Rwanda,2002-09-15,,Right-hand bat,right,,,,,2026-06-10 01:01:59.336214,Oscar Manishimwe,Oscar Manishimwe,Rwanda,2002-09-15,Right-hand bat,
55758,success,,Paul Andrew Strang,Paul Strang,Zimbabwe,1970-07-28,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 01:02:00.797878,Paul Strang,Paul Andrew Strang,Zimbabwe,1970-07-28,Right-hand bat,Legbreak googly
554691,success,,Axar Rajeshbhai Patel,Axar Patel,India,1994-01-20,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 01:02:02.259731,Axar Patel,Axar Rajeshbhai Patel,India,1994-01-20,Left-hand bat,Slow left-arm orthodox
38620,success,,Daryl Raymond Tuffey,Daryl Tuffey,New Zealand,1978-06-11,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:02:03.62001,Daryl Tuffey,Daryl Raymond Tuffey,New Zealand,1978-06-11,Right-hand bat,Right-arm fast-medium
1161606,success,,Haris Rauf,Haris Rauf,Pakistan,1993-11-07,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:02:05.081649,Haris Rauf,Haris Rauf,Pakistan,1993-11-07,Right-hand bat,Right-arm fast
30045,success,,Krishnakumar Dinesh Karthik,Dinesh Karthik,India,1985-06-01,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:02:06.743778,Dinesh Karthik,Krishnakumar Dinesh Karthik,India,1985-06-01,Right-hand bat,Right-arm offbreak
422108,success,,Kannaur Lokesh Rahul,KL Rahul,India,1992-04-18,,Right-hand bat,right,,,,,2026-06-10 01:23:46.645823,KL Rahul,Kannaur Lokesh Rahul,India,1992-04-18,Right-hand bat,
31038,success,,Kiran Shankar More,Kiran More,India,1962-09-04,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 01:23:48.112751,Kiran More,Kiran Shankar More,India,1962-09-04,Right-hand bat,Legbreak
414970,success,,Safyaan Mohammed Sharif,Safyaan Sharif,Scotland,1991-05-24,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 01:23:49.588564,Safyaan Sharif,Safyaan Mohammed Sharif,Scotland,1991-05-24,Right-hand bat,Right-arm medium-fast
465793,success,,Dhananjaya Maduranga de Silva,Dhananjaya de Silva,Sri Lanka,1991-09-06,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:23:51.049682,Dhananjaya de Silva,Dhananjaya Maduranga de Silva,Sri Lanka,1991-09-06,Right-hand bat,Right-arm offbreak
52946,success,,Garfield St Aubrun Sobers,Garry Sobers,West Indies,1936-07-28,,Left-hand bat,left,Left-arm fast-medium,left,pace,,2026-06-10 01:23:52.510802,Garry Sobers,Garfield St Aubrun Sobers,West Indies,1936-07-28,Left-hand bat,Left-arm fast-medium
49178,success,,Herath Mudiyanselage Rangana Keerthi Bandara Herath,Rangana Herath,Sri Lanka,1978-03-19,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 01:23:54.256125,Rangana Herath,Herath Mudiyanselage Rangana Keerthi Bandara Herath,Sri Lanka,1978-03-19,Left-hand bat,Slow left-arm orthodox
440970,success,,Hashmatullah Shahidi,Hashmatullah Shahidi,Afghanistan,1994-11-04,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 01:23:55.717035,Hashmatullah Shahidi,Hashmatullah Shahidi,Afghanistan,1994-11-04,Left-hand bat,Right-arm offbreak
38398,success,,Martin Colin Snedden,Martin Snedden,New Zealand,1958-11-23,,Left-hand bat,left,Right-arm medium-fast,right,pace,,2026-06-10 01:23:57.178508,Martin Snedden,Martin Colin Snedden,New Zealand,1958-11-23,Left-hand bat,Right-arm medium-fast
806241,success,,Richard Ngarava,Richard Ngarava,Zimbabwe,1997-12-29,,Left-hand bat,left,Left-arm fast-medium,left,pace,,2026-06-10 01:23:58.902643,Richard Ngarava,Richard Ngarava,Zimbabwe,1997-12-29,Left-hand bat,Left-arm fast-medium
1344829,success,,Muhammad Rizwan Butt,Rizwan Butt,Bahrain,1991-01-02,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:24:00.363973,Rizwan Butt,Muhammad Rizwan Butt,Bahrain,1991-01-02,Right-hand bat,Right-arm medium
1338587,success,,I Ketut Edi Guna Artawan,Ketut Artawan,Indonesia,2000-04-23,,Right-hand bat,right,,,,,2026-06-10 01:24:03.515869,Ketut Artawan,I Ketut Edi Guna Artawan,Indonesia,2000-04-23,Right-hand bat,
13340,success,,Michael William Gatting,Mike Gatting,England,1957-06-06,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:24:04.977135,Mike Gatting,Michael William Gatting,England,1957-06-06,Right-hand bat,Right-arm medium
1151256,success,,Orchide Tuyisenge,Orchide Tuyisenge,Rwanda,2000-04-12,,Right-hand bat,right,,,,,2026-06-10 01:24:06.886368,Orchide Tuyisenge,Orchide Tuyisenge,Rwanda,2000-04-12,Right-hand bat,
7326,success,,Paul Ronald Reiffel,Paul Reiffel,Australia,1966-04-19,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:24:08.347916,Paul Reiffel,Paul Ronald Reiffel,Australia,1966-04-19,Right-hand bat,Right-arm fast-medium
52912,success,,Ravindranath Rampaul,Ravi Rampaul,West Indies,1984-10-15,,Left-hand bat,left,Right-arm fast-medium,right,pace,,2026-06-10 01:24:09.809351,Ravi Rampaul,Ravindranath Rampaul,West Indies,1984-10-15,Left-hand bat,Right-arm fast-medium
701215,success,,Sompal Kami,Sompal Kami,Nepal,1996-02-02,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:24:11.494899,Sompal Kami,Sompal Kami,Nepal,1996-02-02,Right-hand bat,Right-arm fast-medium
8291,success,,Cameron Leon White,Cameron White,Australia,1983-08-18,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 01:24:12.975732,Cameron White,Cameron Leon White,Australia,1983-08-18,Right-hand bat,Legbreak googly
1099379,success,,Gareth James Delany,Gareth Delany,Ireland,1997-04-28,,Right-hand bat,right,Legbreak googly,,spin,,2026-06-10 01:24:14.437683,Gareth Delany,Gareth James Delany,Ireland,1997-04-28,Right-hand bat,Legbreak googly
35712,success,,Gundappa Rangnath Viswanath,Gundappa Viswanath,India,1949-02-12,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 01:24:15.899645,Gundappa Viswanath,Gundappa Rangnath Viswanath,India,1949-02-12,Right-hand bat,Legbreak
800675,success,,Karan Khatri Chhetri,Karan KC,Nepal,1991-10-10,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:24:17.364535,Karan KC,Karan Khatri Chhetri,Nepal,1991-10-10,Right-hand bat,Right-arm fast
643197,success,,Maxwell Patrick O'Dowd,Max O'Dowd,Netherlands,1994-03-04,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:37:28.614198,Max O'Dowd,Maxwell Patrick O'Dowd,Netherlands,1994-03-04,Right-hand bat,Right-arm offbreak
1028655,success,,Pathum Nissanka Silva,Pathum Nissanka,Sri Lanka,1998-05-18,,Right-hand bat,right,,,,,2026-06-10 01:37:30.08212,Pathum Nissanka,Pathum Nissanka Silva,Sri Lanka,1998-05-18,Right-hand bat,
633641,success,,Pavandeep Singh Jagjit Singh,Pavandeep Singh,Malaysia,1998-01-17,,Right-hand bat,right,Slow left-arm orthodox,left,spin,,2026-06-10 01:37:31.54444,Pavandeep Singh,Pavandeep Singh Jagjit Singh,Malaysia,1998-01-17,Right-hand bat,Slow left-arm orthodox
12543,success,,Thomas Godfrey Evans,Godfrey Evans,England,1920-08-18,,Right-hand bat,right,Legbreak,,spin,,2026-06-10 01:37:33.006467,Godfrey Evans,Thomas Godfrey Evans,England,1920-08-18,Right-hand bat,Legbreak
43590,success,,Wahab Riaz,Wahab Riaz,Pakistan,1985-06-28,,Right-hand bat,right,Left-arm fast,left,pace,,2026-06-10 01:37:34.468684,Wahab Riaz,Wahab Riaz,Pakistan,1985-06-28,Right-hand bat,Left-arm fast
277916,success,,Ajinkya Madhukar Rahane,Ajinkya Rahane,India,1988-06-06,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:37:35.930634,Ajinkya Rahane,Ajinkya Madhukar Rahane,India,1988-06-06,Right-hand bat,Right-arm medium
55854,success,,Craig Brian Wishart,Craig Wishart,Zimbabwe,1974-01-09,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:37:37.396666,Craig Wishart,Craig Brian Wishart,Zimbabwe,1974-01-09,Right-hand bat,Right-arm offbreak
4451,success,,George John Bailey,George Bailey,Australia,1982-09-07,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:37:38.859936,George Bailey,George John Bailey,Australia,1982-09-07,Right-hand bat,Right-arm medium
53191,success,,Jerome Everton Taylor,Jerome Taylor,West Indies,1984-06-22,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:37:40.322218,Jerome Taylor,Jerome Everton Taylor,West Indies,1984-06-22,Right-hand bat,Right-arm fast
24714,success,,Kennedy Otieno Obuya,Kennedy Otieno,Kenya,1972-03-11,,Right-hand bat,right,,,,,2026-06-10 01:37:41.993362,Kennedy Otieno,Kennedy Otieno Obuya,Kenya,1972-03-11,Right-hand bat,
489889,success,,Patrick James Cummins,Pat Cummins,Australia,1993-05-08,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:43:23.562579,Pat Cummins,Patrick James Cummins,Australia,1993-05-08,Right-hand bat,Right-arm fast
22462,success,,Robert George Dylan Willis,Bob Willis,England,1949-05-30,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:43:25.029287,Bob Willis,Robert George Dylan Willis,England,1949-05-30,Right-hand bat,Right-arm fast
269280,success,,Reeza Raphael Hendricks,Reeza Hendricks,South Africa,1989-08-14,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:43:26.491729,Reeza Hendricks,Reeza Raphael Hendricks,South Africa,1989-08-14,Right-hand bat,Right-arm offbreak
51462,success,,Sherwin Legay Campbell,Sherwin Campbell,West Indies,1970-11-01,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:43:27.95345,Sherwin Campbell,Sherwin Legay Campbell,West Indies,1970-11-01,Right-hand bat,Right-arm medium
625964,success,,Tim Louis Seifert,Tim Seifert,New Zealand,1994-12-14,,Right-hand bat,right,,,,,2026-06-10 01:43:29.498773,Tim Seifert,Tim Louis Seifert,New Zealand,1994-12-14,Right-hand bat,
45458,success,,Andrew Charles Hudson,Andrew Hudson,South Africa,1965-03-17,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:43:31.160334,Andrew Hudson,Andrew Charles Hudson,South Africa,1965-03-17,Right-hand bat,Right-arm medium
326434,success,,Alex Tyson Carey,Alex Carey,Australia,1991-08-27,,Left-hand bat,left,,,,,2026-06-10 01:43:32.626147,Alex Carey,Alex Tyson Carey,Australia,1991-08-27,Left-hand bat,
1101783,success,,Aqib Javed Iqbal,Aqib Iqbal,Austria,1997-07-22,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:43:34.08765,Aqib Iqbal,Aqib Javed Iqbal,Austria,1997-07-22,Right-hand bat,Right-arm medium
827051,success,,Blessing Muzarabani,Blessing Muzarabani,Zimbabwe,1996-10-02,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:43:35.549392,Blessing Muzarabani,Blessing Muzarabani,Zimbabwe,1996-10-02,Right-hand bat,Right-arm fast-medium
352048,success,,Gulbadin Naib,Gulbadin Naib,Afghanistan,1991-06-04,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 01:43:37.011263,Gulbadin Naib,Gulbadin Naib,Afghanistan,1991-06-04,Right-hand bat,Right-arm medium-fast
25446,success,,Kyle James Coetzer,Kyle Coetzer,Scotland,1984-04-14,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 01:43:40.235422,Kyle Coetzer,Kyle James Coetzer,Scotland,1984-04-14,Right-hand bat,Right-arm medium-fast
19264,success,,Liam Edward Plunkett,Liam Plunkett,England,1985-04-06,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:43:41.696737,Liam Plunkett,Liam Edward Plunkett,England,1985-04-06,Right-hand bat,Right-arm fast
659081,success,,Mark Robert James Watt,Mark Watt,Scotland,1996-07-29,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 01:43:43.55945,Mark Watt,Mark Robert James Watt,Scotland,1996-07-29,Left-hand bat,Slow left-arm orthodox
538506,success,,Taskin Ahmed,Taskin Ahmed,Bangladesh,1995-04-03,,Left-hand bat,left,Right-arm fast,right,pace,,2026-06-10 01:43:45.021324,Taskin Ahmed,Taskin Ahmed,Bangladesh,1995-04-03,Left-hand bat,Right-arm fast
45396,success,,Andrew James Hall,Andrew Hall,South Africa,1975-07-31,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:43:46.483898,Andrew Hall,Andrew James Hall,South Africa,1975-07-31,Right-hand bat,Right-arm fast-medium
232435,success,,Calum Scott MacLeod,Calum MacLeod,Scotland,1988-11-15,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 01:43:47.948587,Calum MacLeod,Calum Scott MacLeod,Scotland,1988-11-15,Right-hand bat,Right-arm medium-fast
5239,success,,Damien William Fleming,Damien Fleming,Australia,1970-04-24,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:43:49.410077,Damien Fleming,Damien William Fleming,Australia,1970-04-24,Right-hand bat,Right-arm fast-medium
671805,success,,Henry George Munsey,George Munsey,Scotland,1993-02-21,,Left-hand bat,left,Right-arm medium-fast,right,pace,,2026-06-10 01:43:50.871291,George Munsey,Henry George Munsey,Scotland,1993-02-21,Left-hand bat,Right-arm medium-fast
1082742,success,,I Kadek Gamantika,Kadek Gamantika,Indonesia,1994-11-06,,Right-hand bat,right,,,,,2026-06-10 01:43:52.33305,Kadek Gamantika,I Kadek Gamantika,Indonesia,1994-11-06,Right-hand bat,
36609,success,,Jeremy Vernon Coney,Jeremy Coney,New Zealand,1952-06-21,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:43:53.794393,Jeremy Coney,Jeremy Vernon Coney,New Zealand,1952-06-21,Right-hand bat,Right-arm medium
30116,success,,Syed Mujtaba Hussein Kirmani,Syed Kirmani,India,1949-12-29,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:43:56.328254,Syed Kirmani,Syed Mujtaba Hussein Kirmani,India,1949-12-29,Right-hand bat,Right-arm offbreak
215155,success,,Usman Tariq Khawaja,Usman Khawaja,Australia,1986-12-18,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 01:43:57.790255,Usman Khawaja,Usman Tariq Khawaja,Australia,1986-12-18,Left-hand bat,Right-arm medium
37491,success,,Andrew Howard Jones,Andrew Jones,New Zealand,1959-05-09,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:43:59.251849,Andrew Jones,Andrew Howard Jones,New Zealand,1959-05-09,Right-hand bat,Right-arm offbreak
268739,success,,Balapuwaduge Ajantha Winslow Mendis,Ajantha Mendis,Sri Lanka,1985-03-11,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:44:00.716553,Ajantha Mendis,Balapuwaduge Ajantha Winslow Mendis,Sri Lanka,1985-03-11,Right-hand bat,Right-arm offbreak
1338585,success,,Gede Agus Priandana,Gede Priandana,Indonesia,1997-10-03,,Right-hand bat,right,,,,,2026-06-10 01:44:02.403831,Gede Priandana,Gede Agus Priandana,Indonesia,1997-10-03,Right-hand bat,
4558,success,,Gregory Stephen Chappell,Greg Chappell,Australia,1948-08-07,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:44:03.866304,Greg Chappell,Gregory Stephen Chappell,Australia,1948-08-07,Right-hand bat,Right-arm medium
539511,success,,Henry Michael Nicholls,Henry Nicholls,New Zealand,1991-11-15,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 01:44:05.528281,Henry Nicholls,Henry Michael Nicholls,New Zealand,1991-11-15,Left-hand bat,Right-arm offbreak
325012,success,,Marcus Peter Stoinis,Marcus Stoinis,Australia,1989-08-16,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:44:06.989796,Marcus Stoinis,Marcus Peter Stoinis,Australia,1989-08-16,Right-hand bat,Right-arm medium
41324,success,,Mohammad Sami,Mohammad Sami,Pakistan,1981-02-24,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:44:08.451324,Mohammad Sami,Mohammad Sami,Pakistan,1981-02-24,Right-hand bat,Right-arm fast
38624,success,,Roger Graham Twose,Roger Twose,New Zealand,1968-04-17,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 01:44:09.913264,Roger Twose,Roger Graham Twose,New Zealand,1968-04-17,Left-hand bat,Right-arm medium
974087,success,,Rahmanullah Gurbaz,Rahmanullah Gurbaz,Afghanistan,2001-11-28,,Right-hand bat,right,Right-arm medium,right,pace,,2026-06-10 01:44:12.855839,Rahmanullah Gurbaz,Rahmanullah Gurbaz,Afghanistan,2001-11-28,Right-hand bat,Right-arm medium
6995,success,,Simon Patrick O'Donnell,Simon O'Donnell,Australia,1963-01-26,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:44:14.518272,Simon O'Donnell,Simon Patrick O'Donnell,Australia,1963-01-26,Right-hand bat,Right-arm fast-medium
436677,success,,Soumya Sarkar,Soumya Sarkar,Bangladesh,1993-02-25,,Left-hand bat,left,Right-arm medium-fast,right,pace,,2026-06-10 01:44:16.071544,Soumya Sarkar,Soumya Sarkar,Bangladesh,1993-02-25,Left-hand bat,Right-arm medium-fast
425639,success,,Tendai Larry Chatara,Tendai Chatara,Zimbabwe,1991-02-28,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:44:17.536176,Tendai Chatara,Tendai Larry Chatara,Zimbabwe,1991-02-28,Right-hand bat,Right-arm fast-medium
276298,success,,Andre Dwayne Russell,Andre Russell,West Indies,1988-04-29,,Right-hand bat,right,Right-arm fast,right,pace,,2026-06-10 01:44:18.997661,Andre Russell,Andre Dwayne Russell,West Indies,1988-04-29,Right-hand bat,Right-arm fast
600498,success,,Aiden Kyle Markram,Aiden Markram,South Africa,1994-10-04,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:44:20.459165,Aiden Markram,Aiden Kyle Markram,South Africa,1994-10-04,Right-hand bat,Right-arm offbreak
1082745,success,,Muhammad Anjar Tadarus,Anjar Tadarus,Indonesia,1985-02-01,,Right-hand bat,right,Right-arm medium-fast,right,pace,,2026-06-10 01:44:22.321545,Anjar Tadarus,Muhammad Anjar Tadarus,Indonesia,1985-02-01,Right-hand bat,Right-arm medium-fast
230852,success,,Dean Elgar,Dean Elgar,South Africa,1987-06-11,,Left-hand bat,left,Slow left-arm orthodox,left,spin,,2026-06-10 01:44:23.783088,Dean Elgar,Dean Elgar,South Africa,1987-06-11,Left-hand bat,Slow left-arm orthodox
22149,success,,Derek Leslie Underwood,Derek Underwood,England,1945-06-08,,Right-hand bat,right,Slow left-arm orthodox,left,spin,,2026-06-10 01:44:25.244544,Derek Underwood,Derek Leslie Underwood,England,1945-06-08,Right-hand bat,Slow left-arm orthodox
24697,success,,James Kabatha Kamande,Jimmy Kamande,Kenya,1978-12-12,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:44:26.706295,Jimmy Kamande,James Kabatha Kamande,Kenya,1978-12-12,Right-hand bat,Right-arm offbreak
22182,success,,Michael Paul Vaughan,Michael Vaughan,England,1974-10-29,,Right-hand bat,right,Right-arm offbreak,right,spin,,2026-06-10 01:44:29.184434,Michael Vaughan,Michael Paul Vaughan,England,1974-10-29,Right-hand bat,Right-arm offbreak
49619,success,,Ranasinghe Arachchige Suranga Lakmal,Suranga Lakmal,Sri Lanka,1987-03-10,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:44:30.645857,Suranga Lakmal,Ranasinghe Arachchige Suranga Lakmal,Sri Lanka,1987-03-10,Right-hand bat,Right-arm fast-medium
49356,success,,Ruwan Senani Kalpage,Ruwan Kalpage,Sri Lanka,1970-02-19,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 01:44:32.107889,Ruwan Kalpage,Ruwan Senani Kalpage,Sri Lanka,1970-02-19,Left-hand bat,Right-arm offbreak
1127317,success,,Scott Andrew Edwards,Scott Edwards,Netherlands,1996-08-23,,Right-hand bat,right,,,,,2026-06-10 01:44:33.572277,Scott Edwards,Scott Andrew Edwards,Netherlands,1996-08-23,Right-hand bat,
42626,success,,Saleem Yousuf,Saleem Yousuf,Pakistan,1959-12-07,,Right-hand bat,right,,,,,2026-06-10 01:44:35.649716,Saleem Yousuf,Saleem Yousuf,Pakistan,1959-12-07,Right-hand bat,
540316,success,,Andile Lucky Phehlukwayo,Andile Phehlukwayo,South Africa,1996-03-03,,Left-hand bat,left,Right-arm medium-fast,right,pace,,2026-06-10 01:44:37.11131,Andile Phehlukwayo,Andile Lucky Phehlukwayo,South Africa,1996-03-03,Left-hand bat,Right-arm medium-fast
681117,success,,Faheem Ashraf,Faheem Ashraf,Pakistan,1994-01-16,,Left-hand bat,left,Right-arm medium,right,pace,,2026-06-10 01:44:38.572537,Faheem Ashraf,Faheem Ashraf,Pakistan,1994-01-16,Left-hand bat,Right-arm medium
45797,success,,Justin Miles Kemp,Justin Kemp,South Africa,1977-10-02,,Right-hand bat,right,Right-arm fast-medium,right,pace,,2026-06-10 01:44:40.234753,Justin Kemp,Justin Miles Kemp,South Africa,1977-10-02,Right-hand bat,Right-arm fast-medium
784367,success,,Kariyawasam Indipalage Charith Asalanka,Charith Asalanka,Sri Lanka,1997-06-29,,Left-hand bat,left,Right-arm offbreak,right,spin,,2026-06-10 01:44:42.298428,Charith Asalanka,Kariyawasam Indipalage Charith Asalanka,Sri Lanka,1997-06-29,Left-hand bat,Right-arm offbreak
7502,success,,Luke Ronchi,Luke Ronchi,New Zealand,1981-04-23,,Right-hand bat,right,,,,,2026-06-10 01:44:43.916614,Luke Ronchi,Luke Ronchi,New Zealand,1981-04-23,Right-hand bat,
